title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Марк-Антуан Шарпантье,Кремовые,Средний,200,180,3,1,8,5,сильная,сильная,сильная," На ветвистом куполообразном кусте постоянно распускаются кисти цветков в старинном стиле. Они нежно-желтого или ванильного цвета, переходящего в кремово-белый. Тонкий аромат чайной розы.      Заказать саженцы роз арк-Антуан Шарпантье в Москве можно, нажав кнопку ""в корзину""! ","Massad Франция, 2000",shraby,yes,mark-antuan-sharpante
Michel Fugain,Мишель Фюген,Желтый,Сильный ,100,80,3,1,12,10,сильная,сильная,сильная,,,shraby,yes,mishel-fyugen
,Наталия Фрайла,Абрикосовый,Сильный ,60,50,5,3,7,6,средняя,сильная,сильная,"                        Natalia - невысокая (60-70 см) роза с цветками диаметром 6-7 см янтарных оттенков, имеющими ярко выраженный признак старых роз - форму розетки с кнопкой-глазком в центре. Аромат средней интенсивности, с нотками сладостей и пряностей. Цветение в соцветиях, обильное, повторное, почти непрерывное. Куст густой, со слегка поникающими побегами и листвой, устойчивой к болезням. Сорт включен в коллекцию Frayla, куда вошли компактные ароматные розы селекции Pheno Geno Roses.","Bozanic, Сербия, 2016",shraby,yes,nataliya-frayla
Knock Out,Нок Аут,,средний,100,90,7,3,8,7,,сильная,сильная,"                        Это ландшафтная роза или шраб, напоминает флорибунду, но обладает исключительной устойчивостью к заболеваниям, выносит сухость, зимостойка, и невероятно обильно цветет. Отдельные цветки жизнерадостного светло-вишневого цвета, чашевидные, с белым пятнышком в центре и пучком зеленовато-желтых тычинок. Кажется, что цветки светятся, и это свечение держится до самого отцветания. Появляются в тугих кистях по 3-7 шт, в большом количестве. Куст ветвистый, раскидистый, хорошо подходит для смешанных посадок, густо покрыт сероватой листвой. Молодой прирост пурпурный. Цветет и цветет все лето без перерыва.",,shraby,yes,nok-aut-
,Пинк Нок Аут,Розовый,Средний,120,90,10,5,9,8,сильная,сильная,сильная,"                        Это ландшафтная роза или шраб, напоминает флорибунду, но обладает исключительной устойчивостью к заболеваниям, выносит сухость, зимостойка, и невероятно обильно цветет. Отдельные цветки жизнерадостного светло-вишневого цвета, чашевидные, с белым пятнышком в центре и пучком зеленовато-желтых тычинок. Кажется, что цветки светятся, и это свечение держится до самого отцветания. Появляются в тугих кистях по 3-7 шт, в большом количестве. Куст ветвистый, раскидистый, хорошо подходит для смешанных посадок, густо покрыт сероватой листвой. Молодой прирост пурпурный. Цветет и цветет все лето без перерыва. ","Bill Radler, США,2006",shraby,yes,pink-nok-aut
,Ред Эден Роуз,Красный,Средний,160,120,5,3,10,9,слабая,средняя,средняя,"                        Роза с крупными густомахровыми (около 100 лепестков) тёмно-красными цветками старинной формы, собирающимися в кисти по 3-5 штук. Аромат сильный, фруктовый. Качество цветков зависит от климата: роза любит солнце и тепло (но не 40-градусную жару). Устойчивость к болезням хорошая.","Meilland, Франция, 2002",shraby,yes,Red-eden-rose
,Рен Саммю,Абрикосовый,Сильный,110,90,3,1,10,8,сильная,сильная,сильная,"                        Роза Рен Саммю Rose Reine Sammut - творение Guillot-Massad ароматических роз GÉNÉROSA. Цветки махровые, большие, 10 см в диаметре , с интересной игрой цвета от насыщенно розового до оранжевого , с золотистым оттенком оборотной стороны лепестков. Аромат насыщенный сильный, с оттенками лимона и чёрной смородины. Кусты очень изящные, красивые, высотой до 100 см. Цветение повторное, обильное с июня до поздней осени. Листва устойчивая к заболеваниям. Рекомендуется посадка на хорошо освещенных солнечных местах.","Massad, Франция, 2009",shraby,yes,ren-sammyu
,Ройял Боника,Розовый,Слабый,150,100,5,3,7,6,слабая,сильная,сильная,"                        Почковая мутация популярной кустарниковой розы Bonica. У Royal Bonica более крупные и махровые цветки, лучше сохраняющие окраску.Пахнут они слабо, зато не боятся дождя и появляются все лето и осень. Куст быстрорастущий, прямостоячий, с матовой чисто-зеленой листвой. Подходит для ландшафтных садов и живых изгородей.                    ",Meilland,shraby,yes,royyal-bonika
,Ротер Корсар,Красный,Слабый,150,120,10,5,9,8,сильная,сильная,средняя,"                        Кустарниковая роза Ротер Корсар (Roter Korsar) с очень яркими темно красными блестящими лепестками цветов , собранными в большие кисти по 10-12 штук. Цветы полумахровые, диаметром 7 - 10 см, в полном роспуске показывают серединку, долго держатся на кусте. Аромат слабый. Цветение повторное. Куст раскидистый, ветвистый, сильнорослый, объемный, высотой 120 - 150 см, шириной от 80 см. с тёмно-зелёной глянцевой плотной листвой Устойчивость к заболеваниям высокая. Хорошо зимует.                    ","Kordes, Германия, 2004",shraby,yes,roter-korsar
Rose des Cisterciens,Роуз де цистерсьен,Двухцветный,сильный,150,120,3,1,10,8,средняя,средняя,средняя,"                        Сорт назван в честь девятисотлетия основания аббатства Citeaux. Цветки крупные, махровые, с тонкой штриховкой светло-желтого и насыщенно-розового цвета, с вырезными лепестками. Куст высокий, более 100 см высотой. Цветки пахнут цитрусами, розой и фруктами",,shraby,yes,rouz-de-tsistersen
Summer Lodge,Самма Лодж,Полосатые,средний,140,100,10,5,8,6,сильная,сильная,сильная," Великолепный мощный шраб с полосатыми цветками переливчатой окраски всех оттенков пурпурного, терракотового, апельсинового и желтого. Аромат пряный, нежный. Цветки полумахровые, около 6 см в диаметре, состоят из примерно 15 лепестков. Куст розы сильный, крепкий и здоровый. Цветки с устойчивые к дождю. Цветение непрерывное, ремонтантное. Сорт роз с хорошей устойчивостью к заболеваниям.",,shraby,yes,samma-lodzh
Sunny Knock Out,Санни Нок Аут,Желтый,средний,70,60,7,3,,7,,сильная,сильная,"                        Светло-желтые цветы постепенно становятся бледно-розовыми. Темно-зеленая глянцевая листва выгодно подчеркивает желтые цветы. Последняя роза из семейства KNOCK OUT добавит солнца пейзажу. Более вытянутая форма, чем у других сортов этой серии. Это первая ароматная роза из серии KNOCK OUT. Диаметр бутона 7 см, высота куста 60-70 см, количество лепестков 7, высокая устойчивость к болезням, морозостойкая. ",,shraby,yes,sanni-nok-aut
,Сентенер де Лурд,Розовый,Слабый,150,120,10,5,12,10,сильная,сильная,сильная,"                        Садовая роза Centenaire de Lourdes – оригинальный шраб французской селекции. Главными достоинствами этого сорта являются невероятная мощность растения и его высокая устойчивость к болезням. Форма куста очень красива, она напоминает окружность, а насыщенная густая листва гармонично сочетается с цветками, бледный окрас которых постепенно становится все ярче. Сами же розы Centenaire de Lourdes довольно крупные и тяжелые, в кистях может быть от трех до пятнадцати поникающих цветков, которые осенью уступают место красочным декоративным плодам.                    ",,shraby,yes,sentener-de-lurd
,Сиеста,Розовый,Слабый,70,70,10,5,6,5,сильная,сильная,сильная,"                        Цветки простые , диаметром 5 см, светло-розовые с лиловым оттенком и белым глазком с желтыми тычинками в середине. Аромат насыщенный чайной розы, с нотками черемухи и земляники. Цветение обильное и продолжительное, весь сезон. Листва тёмно-зеленая, полуматовая, плотная, с прожилками. Куст разрастается на второй год после посадки до 70-100 см в ширину. Сорт устойчивый к заболеваниям . Морозостойкость очень высокая. Используется для создания невысоких живых изгородей, бордюров и массивов.","Meilland Франция, 2000",shraby,yes,siesta
Solero,Солеро,Желтый,Слабый ,70,60,5,3,7,6,сильная,сильная,сильная,                       ,,shraby,yes,solero
,Ферди,Розовый,Слабый,150,120,10,5,4,3,слабая,сильная,сильная,"                        Куст с длинными дугообразными ветками во время цветения покрывается множеством изящных полумахровых цветов кораллово-розовых тонов (диаметр цветка - около 4 см), собранных в соцветия по 30 и более штук, чуть ли не полностью скрывающих листву; cо временем (особенно в жару) тональность цветков меняется до красноватой. К сожалению, цветение у этой розы хоть и длительное, но однократное, причём цветение происходит на побегах предыдущего года, поэтому лучше всего не обрезать эту розу вообще или выполнять только совсем лёгкое подравнивание. Листья мелкие, блестящие, устойчивые к заболеваниям. Под лёгким укрытием нормально переносит зимовку в условиях средней полосы России.",Suzuki Япония,shraby,yes,ferdi-
,Фестиваль де Жардан де Шомон,,Сильный,,80,,,12,10,сильная,сильная,сильная,"                        Ароматные розы Festival des Jardins de Chaumont впечатлят вас, прежде всего, своей необычной формой. Каждый цветок формируется из большого количества махровых лепестков, которые, по мере распускания цветка, отгибаются вниз. Серединки розочек имеют более насыщенный оттенок, а вот ближе к краям он становится все светлее и светлее. Выгорания лепестков не происходит. Цветение обильное не только за счет того, что сами цветки густомахровые, но и потому, что они собраны в крупные соцветия. Сильная устойчивость к мучнистой росе и черной пятнистости. Повторноцветущая. Цветки розово-лососёвые, диаметром 10 см, густомахровые, с зубчатыми лепестками, в соцветиях. Аромат сильный, фруктовый. Листва тёмно-зелёная. Высота 80 см, ширина 60 см. ",,shraby,yes,festival-de-zhardan-de-shomon
,Хайдетраум,Розовый,Слабый,80,60,10,5,6,5,сильная,сильная,сильная,"                        Очень обильно цветущая и лёгкая в уходе роза, во время цветения сплошь покрытая роскошными кистями из карминно розовых полумахровых цветков диаметром 4-6 см с чуть волнистыми лепестками. Цветки хорошо переносят дождь, а на солнце выгорают до розовых и сиренево-розовых. Цветение повторное, очень обильное и практически непрерывное, весь сезон. Куст высотой 60-100 см при ширине 1,2-1,8 м, причём ветви сначала растут вверх, а потом в стороны и, удлиняясь, арками опускаются вниз. Листва тёмно-зелёная, кожистая, блестящая, с высокой устойчивостью к заболеваниям. Растет даже в полутени (минимум 5 часов солнца), цветение очень эффектно на больших расстояниях, всемирно известный сорт благодаря широкому применению.                     ","Noack, Германия",shraby,yes,khaydetraum
,Шарль де Нерво,Кремовые,Сильный,90,70,5,3,10,8,сильная,сильная,сильная,"                        Цветки нежных абрикосово-розовых оттенков, махровые, квартированные, диаметром 8-10 см, с насыщенным ароматом цитрусовых, мирры и эстрагона. Цветение в соцветиях, обильное, повторное. Куст прямостоячий, листва матовая, темно-зеленая.",,shraby,yes,sharl-de-nervo
,Шато де Вертой,Розовый,Слабый,100,90,5,3,12,10,сильная,сильная,сильная,"                        Чашевидные цветки глубокого розового цвета с желтоватой оборотной стороной, густо-махровые (40-50 лепестков), с мягким ароматом, в средних соцветиях.",Massad,shraby,yes,shato-de-vertoy
,Шерлок Холмс,Оранжевый,Средний,100,80,2,1,,15,сильная,сильная,сильная,"                        Эта роза добавит изящества летнему саду, и наверняка завоюет массу поклонников. Золотисто-янтарные цветки могут достигать значительных размеров, но очень изящны по форме. Эти великолепные цветки появляются на аккуратном кусте. Аромат свежий, нежный, сочетает травяные нотки с легким пряным налетом.Прекрасно стоит в срезке.  Куст аккуратный, прямой, высота 80-100 см. Роза переднего плана. Цветок огромный (до 15 см), красивой формы, держится на побеге 1 неделю. Цветение невероятно обильное весь сезон. Цвет золотисто-янтарный, распускаясь, становится нежно кремовым. Аромат нежный, пряный. Не болеет, морозоустойчивый сорт (6 зона). Цветение невероятно обильное весь сезон. Устойчивость: Зимостойкость отличная. Устойчивость к заболеваниям отличная, устойчив к дождю. Отношение к свету: Сорт розы Шерлок Холмс хорошо цветет на солнце и в полутени. ",,shraby,yes,sherlok-kholms
,Элоди Госсюэн,Розовый,Сильный,90,80,5,3,9,7,средняя,сильная,сильная,"                        Многочисленными достоинствами обладает эта роза. Названная в честь победительницы конкурса «Мисс Франция – 2001», она вызывает восхищение. Красные бутоны медленно раскрываются в ярко розовые, густомахровые - более 40 лепестков, старомодного типа розы со сложным ароматом - смесь чайной розы, жасмина, ванили, цитрусовых, персика и сладкого лимона. Кусты энергичного роста очень выносливые. Листва устойчивая к заболеваниям. Цветение обильное, почти непрерывное. ","Massad Франция, 2008",shraby,yes,elodi-gossyuen
,Ютерсенс Розенпринцесс,Розовый,Слабый,,150,5,3,11,9,сильная,сильная,сильная,"                        Кустарниковая роза с крупными нежно-розовыми махровыми цветками. Цветение почти непрерывное, весь сезон. Куст мощный, сильнорослый, с крепкими побегами, высотой до 150 см, шириной до 100 см, с тёмно-зелёной глянцевой листвой среднего размера. Устойчивость к болезням высокая.                    ","Kordes Germany, 2009",shraby,yes,yutersens-rozenprintsess
