title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Пьюрити,Кремовые,Средний,110,90,3,1,12,9,слабая,слабая,слабая,"                        Purity (Пьюрити или Чистота) - воплощение расслабленной романтики и гламура с ее нежной и деликатной индивидуальностью. Жемчужно-белые наружные лепестки обрамляют нежно пудрового оттенка персика румяные центральные лепестки. Легкие как перышки лепестки распускаются из маленького бутона до великолепного сначала чашевидного цветка , а затем в полностью раскрытую розетку. Цветки среднего размера, густомахровые, около 90 лепестков. Обладают свежим, средне-сильным, характерным чисто розовым ароматом розовой воды и рахат-лукума. Интенсивность аромата 4 балла из 5.","Austin, Великобритания, 2016",anglijskie_rozy,yes,pyuriti
,Пэт Остин,Оранжевый,Сильный,150,130,5,3,8,6,сильная,сильная,сильная,"                        Роза селекции Остина с довольно необычной для английских роз окраской цветка - ярко-медной на одной стороне лепестков и и более бледной, медно-желтой, с другой стороны. Со временем цвета выцветают - оранжевые тона выгорают до розоватых, а желтые до кремово-белых. Цветки относительно крупные, махровые, при полном раскрытии показывают серединку с красными тычинками и несколькими мелкими лепесточками, которые заворачиваются вокруг центра. Цветение повторное, в кистях по 3-7 шт. Листва темно-зеленая, со средней устойчивостью к болезням.",,anglijskie_rozy,yes,pet-ostin
Rosalind,Розалинд,Розовый,Сильный,100,90,3,1,9,8,слабая,средняя,средняя,"                        Цветок нежно-розового цвета, с очень большим количеством лепестков и фруктовым ароматом. Куст узкий пушистый, средней высоты.",Austin,anglijskie_rozy,yes,rozalind
Scepter'd Isle,Септё д'айл,Розовый,Сильный ,100,90,5,3,11,10,средняя,сильная,сильная,                        ,,anglijskie_rozy,yes,septye-d-ayl
Spirit of Freedom,Спирит оф Фридом,Розовый,Средний,150,120,3,1,14,12,сильная,сильная,сильная,"                        Сорт, обладающий настоящим шармом старинных роз, с красивыми крупными цветками, напоминающими уменьшенные копии Constance Spry. Они глубоко чашевидные, густомахровые, нежно-розового цвета. С возрастом приобретают сиреневый оттенок. Нежно пахнут миррой. Листва серо-зеленая, превосходно сочетается с цветками. Spirit of Freedom – очень устойчивая к заболеваниям роза. На то, чтобы роза достигла высоты плетистой, требуется время, но мы считаем, что сорт может вырасти до 2,4-2,75 м. Роза одинаково хороша и при выращивании в качестве шраба. Формирует красивый ветвистый куст, нуждается в легкой обрезке. ","Austin, Великобритания,2002",anglijskie_rozy,yes,spirit-of-fridom
,Ти Клиппер,Абрикосовый,Сильный,130,120,3,1,8,7,сильная,сильная,сильная," Красивые, прямостоячие кусты (высотой до 120 см и шириной около 100 см) с поникающими розово-абрикосовыми или абрикосовыми густомахровыми цветками на протяжении всего сезона радует взгляд непрерывным цветением. Красота отдельно взятого цветка заключается не только в огромном количестве лепестков, но и в форме – форме старинной розы: розетковидной и квартированной. Высокая устойчивость к болезням ,отлично переносит морозы.. Отличительной чертой этого сорта розы является практически полное отсутствие шипов. Красивые цветки Tea Clipper  собраны в кисти по 2-3 штуки, хотя и одиночные цветки на цветоносе являются нормой. ","Austin Великобритания, 2006",anglijskie_rozy,yes,ti-klipper
,Тизинг Джорджия,Желтый,Средний,150,130,5,3,10,8,сильная,сильная,сильная,"                        Роза селекции Дэвида Остина с ароматными густомахровыми цветками изящной формы. Цветки в центре насыщенно-желтые; во время цветения лепестки отгибаются назад и меняют окраску до нежно-желтого и почти белого. Аромат насыщенный или средней интенсивности, классический. Цветение обильное, поодиночке и в небольших соцветиях, повторное. Куст высотой до 200 см, листва светло-зеленая, устойчивая к болезням. Сорт может выращиваться как шраб или в качестве невысокой плетистой розы.",Austin,anglijskie_rozy,yes,tizing-dzhordzhiya
Tranquillity,Транквилити,Белый,слабый,125,120,5,3,,,средняя,сильная,сильная,"                        Цветы имеют изящную округлую форму с аккуратно уложенными лепестками, образующими идеальную розетку. Бутоны слегка желтоватые, но по мере роспуска цветка лепестки становятся чисто-белыми. Присутствует легкий яблочный аромат. Куст крепкий, в основном с вертикальным характером роста, наверху ветви слегка изгибаются. Так мы получаем идеальный садовый шраб, который, если надо, будет прекрасно смотреться и на клумбе. Растение мощное и здоровое. Листва светло-зеленая, типичная для мускусных роз. Растение практически лишено шипов",,anglijskie_rozy,yes,trankviliti
,Уильям и Кэтрин,Белый,Сильный,,125,3,1,10,8,средняя,средняя,средняя,"                        Цветки красивые, густомахровые, блюдцевидные, классической старинной формы. В центре каждого цветка пуговка из сложенных внутрь мелких лепестков. Вначале цветки мягкого кремово-абрикосового цвета, который быстро становится кремовым, а затем чисто-белым. Общее впечатление – много белого. При увядании лепестки опадают хорошо, что является очень важным атрибутом для белой розы. Аромат мирры, интенсивный. Кусты густые, почти пряморослые.                    ","Austin Великобритания, 2011",anglijskie_rozy,yes,uilyam-i-ketrin
William Morris,Уильям Моррис,Розовый,средний,150,120,10,5,10,8,средняя,сильная,сильная,"Уильям Моррис - относительно новый английский сорт, по которому можно судить об успехах этой группы роз. Форма цветков стала еще совершеннее, повторное цветение увереннее, а листва более устойчива к болезням. У сорта William Morris густомахровые чашевидные цветки очень нежной, акварельной окраски, представляющей собой смесь абрикосовых и бледно-розовых тонов. Они чудесно пахнут. Куст быстрорастущий, прямостоячий, ветвящийся, причем ветви изящно поникают в стороны. Листья матовые, серо-зеленые, устойчивы к заболеваниям. Эту розу можно выращивать на опоре (требует подвязывания). В таком случае сорт продают под названием William Morris Climbing.",,anglijskie_rozy,yes,uilyam-morris
William Shakespeare,Уильям Шекспир 2000,Малиновый,Сильный,120,100,5,3,12,10,средняя,сильная,сильная,"Роза Уильям Шекспир не просто так была названа в честь величайшего писателя всех времён - потрясающие бутоны, распускаясь, заставляют погрузиться в поэзию природы, заманивая своей красотой. В начале цветки данного сорта глубоко чашевидные, затем открываются и становятся более плоскими. Куст прямостоячий, на каждом побеге много цветов. Сильнорослый сорт, быстро образует роскошный, густой куст, очень устойчив к заболеваниям. Цветет крупными кистями, каждая кисть держится более двух недель. Цветки крупные, более 10 см в диаметре, густомахровые, обладают насыщенным запоминающимся ароматом.   ","Austin, Великобритания, 2000",anglijskie_rozy,yes,uil-yam-shekcpir-william-shakespeare
Falstaff,Фальстаф,Малиновый,сильный,150,120,3,1,12,10,средняя,сильная,средняя,"Роза Фальстаф (Falstaff) является одной из самых популярных роз пурпурного цвета. Ещё никому не удавалось устоять перед очаровательной элегантностью этого цветка! Цветки у данного сорта крупные, чашевидные, густомахровые. Цветы у растения появляются по одному или (в плотных кистях) до 5 шт., сильно пахнут розовым маслом. Куст у саженцев сильный, кустистый, прямостоячий. Листва тёмная, иногда подвержена черной пятнистости. Стоит отметить, что при правильном уходе саженцы будут цвести долгие годы. ",,anglijskie_rozy,yes,fal-ctaf
,Фишерман Френд,Малиновый,Сильный ,120,100,3,1,10,9,средняя,средняя,средняя,"                        Розовый куст Фишерменс Френд ( Fisherman’s Friend ) - декоративный шраб группы Английские розы с душистыми крупными цветами. Цветки густомахровые с большим количеством мелких лепестков темно-красных оттенков, меняющихся в зависимости от стадии роспуска. Округлые красные бутоны медленно раскрываются в пышные от чашевидной до розетковидной формы насыщенно темно-красные цветки, которые со временем приобретают розоватый оттенок. Диаметр цветка 9-10 см, в холодную погоду могут быть значительно крупнее. Появляются по одному или в кистях. Аромат сильный , насыщенный розового масла.  Цветение обильное, особенно ранним летом, затем следуют волны повторного цветения все лето и осень до заморозков. Цветение как одиночными цветками, так и в небольших кистях. ",Austin Великобритания,anglijskie_rozy,yes,fisherman-frend
Heritage,Херитейдж,Розовый,Сильный,120,100,5,3,10,8,слабая,сильная,средняя,"Саженец Херитейдж - одна из лучших и популярных английских роз.  Цветки у роз данного сорта имеют идеальную чашевидную форму, обычно вырастают до средних размеров. Они нежного, чистого розового цвета. Аромат сильный, с медовыми тонами. Куст прямостоячий, красивой формы, с гладкой листвой, отличается побегами, практически лишенными шипов, что, без сомнений, делает растение идеально подходящим для срезки. Цветение обильное, повторное. Роза, разрастаясь, формирует хорошей формы округлый куст.   ","Austin, Великобритания, 1984",anglijskie_rozy,yes,xeritiedzh-heritage
,Чарльз Дарвин,Желтый,Сильный,113,110,,,15,12,сильная,сильная,сильная,"                        Крупные, густомахровые чашевидные, насыщенно желтые цветы с лимонным оттенком  Цветки одни из самых крупных среди всех английских роз в диаметре от 12 до 16 см. Аромат сильный, вкусный , варьирующий между мягким ароматом чайной розы и чистым лимоном. Цветение обильное, с июля до сентября, цветки собраны в соцветия. Кустарник формируется ветвистым , крепким высотой 100-120 см , хорошо нарастающим в ширину до 90-100 см. Лист зеленый, средний, полуглянцевый, почти не имеет шипов.",Austin,anglijskie_rozy,yes,charlz-darvin
,Шарифа Асма,Розовый,Средний,100,90,3,1,12,10,слабая,средняя,средняя,"                        Цветки очень нежного розового цвета, бледнеющего к краям цветка до почти белого. Сначала цветки широко раскрытые, чашевидные, но постепенно внешние лепестки отгибаются, формируя идеальную розетку. Аромат насыщенный и сложный, включает мирру, розовое масло, мускус и сладости. Цветение поодиночке и в небольших соцветиях, обильное, повторное. Куст прямостоячий, с жесткими побегами, листва крупная, темно-зеленая, устойчивая к заболеваниям.",Austin Великобритания,anglijskie_rozy,yes,sharifa-asma
Charlotte,Шарлотт,Желтый,сильный,90,75,3,1,12,10,средняя,средняя,средняя,"Саженцы роз Шарлотт (Charlotte) – сеянец Graham Thomas с цветками более бледного цвета.  Цветки вблизи очень красивы: каждый представляет собой шар мелких ярко-желтых лепестков, окруженных плоско лежащими бледно-желтыми внешними лепестками. Цвет выгорает до лимонно-желтого в центре и кремового, или даже белого по краям. Цветки появляются по одному или в кистях до 5 шт. Листва яркая, бледно-зеленая, крупная. Куст розы ветвистый, прямостоячий. Выносливая, сильнорослая роза имеет нежный аромат чайной розы. Гораздо более устойчива к заболеваниям, чем ее прародитель - Graham Thomas, а куст более компактной, аккуратной формы. Также растение отличается большей выносливостью  к заморозкам.  Для того, чтобы купить розу Шарлотт в Москве нужно нажать на кнопку ""в корзину"", после чего оформить заказ. ",Austin,anglijskie_rozy,yes,sharlott%D0%B5
A Shropshire Lad,Э Шропшир Лэд,Абрикосовый,Сильный ,180,150,5,3,12,10,средняя,сильная,сильная,,,anglijskie_rozy,yes,e-shropshir-led-
,Эвелин,Абрикосовый,Сильный,110,90,3,1,14,12,слабая,сильная,сильная,"                        Красивая и очень ароматная английская роза с густомахровыми, крупными (8-12 см в диаметре) цветками, которые раскрываются чашевидными, но затем становятся плоскими розетками. Цвет - смесь абрикосового и желтого, но ближе к осени цветки становятся более розоватыми, а со временем выцветают до почти белого. В зависимости от климата и времени года общая тональность цветков может быть даже форелевой, но цветок всегда остается красивым. Аромат от среднего до насыщенного, розово-фруктовый. Цветение повторное, первое обильное. Куст в холодном климате прямостоячий, высотой около метра, в жарком - до полутора, несколько разваливающийся.                    ",Austin Великобритания,anglijskie_rozy,yes,evelin
,Элла,Кремовые,Средний,130,110,3,1,10,8,сильная,сильная,сильная,"                        Элла является воплощением классической элегантности и сдержанного стиля, подходящего для небольшого интимного случая или для торжественного мероприятия.Ее нежные тона цвета слоновой кости разворачиваются в романтичный взъерошенный цветок, обнажая центральное скопление золотых тычинок. Непринужденный стиль Эллы источает ощущение тихой красоты, которая просто очаровывает. Цветки кремовые, оттенка слоновой кости в форме чашевидной розетки, густомахровые, 105 лепестков. Аромат средний, свежий с нотами цитрусовых и огурцов. Интенсивность аромата 4 балла из 5. Идеальная свадебная роза, чьи светящиеся цветы не нуждаются ни в чем, кроме свежесобранной природного стиля листвы . Безмятежно и невероятно красиво смотрится такой букет в вазе, где цветок держится более 8 дней. Хороша в сочетании с сортами Джульетта, Беатрис и Констанц (JULIET, BEATRICE и CONSTANCE).                    ","Austin, 2018",anglijskie_rozy,yes,ella
,Эмбридж Роуз,Абрикосовый,Сильный,75,60,3,1,8,7,средняя,средняя,средняя,"                        Невысокая английская роза. Цветки густомахровые, иногда квартированные, фарфорово-розовые, с более темными и теплыми - абрикосовыми - оттенками в центре, выгорают до бледно-розовых. Аромат интенсивный, мирры. Цветение повторное, одиночное, на длинных и тонких побегах, на которых цветки под собственным весом склоняются вниз. Куст невысокий, аккуратный и компактный, листва устойчива к заболеваниям. ","Austin Великобритания, 1990",anglijskie_rozy,yes,embridzh-rouz
,Энн Болейн,Розовый,Слабый,110,90,5,3,10,8,средняя,сильная,сильная,"                        Роза с розетковидными, старинной формы, цветками тёплой нежно-розовой окраски, собирающимися в большие соцветия. Цветок густомахровый (100 - 110 лепестков), с более тёмной обратной стороной лепестков, обладает лёгким ароматом. Цветение обильное, повторное. Куст раскидистый, с изогнутыми ветвями. Листва среднего размера, зелёная.","Austin, Великобритания",anglijskie_rozy,yes,enn-boleyn
,Эффи,Оранжевый,Средний,130,110,3,1,10,8,средняя,средняя,средняя,"                        Роза Эффи (Effie ) - яркая роза, которая своими оттенками цвета напоминает тепло средиземноморского лета и густое сияние осени. Эффи злющая, уверенная в себе и полностью завораживающая своими хамелеоно подобными оттенками оранжевого, абрикосового и желтого роза. От скромных, кремовых бутонов Эффи постепенно раскрывается до пышных чашевидных цветов мандариновых тонов, затем пылающая цветом Эффи разворачивается в большую розетку сияюще желтого цвета , обрамленную ореолом из мягких кремовых лепестков. Переход цвета увлекательный, а вид цветка - богемный и капризный. Аромат легкий с намеком на чайный аромат. Интенсивность аромата оценивается на 4 из 5 баллов. Эффи великолепно смотрится с пряными красными цветами, горьким шоколадом и золотом, а также прекрасно сочетается с зеленой ботанической обстановкой. Харизматичная роза, которая произведет впечатление при любом использовании. Срок службы в вазе 8 дней.","Austin, 2018",anglijskie_rozy,yes,effi
,Янг Люсидас,Малиновый,Сильный,120,100,3,1,10,8,средняя,средняя,средняя,"                        Сорт, обладающий очарованием настоящей старинной розы. Цветки довольно крупные, глубоко чашевидные, даже в полном роспуске, с множеством мелких лепестков, уложенных с очаровательной небрежностью. Окраска необычна для английской розы: смесь густо-мажентового, розового и красного, внешние лепестки выгорают до светло-пурпурного, и все это контрастирует с серебристой изнанкой лепестков. Цветки изящно поникают, появляются по одному и в небольших кистях на мощных побегах. Куст красивый, ветвистый, около 120 см в высоту и 90 см в ширину. Аромат восхитительный, заметно меняется со временем: вначале напоминает чайные розы, затем меняется до смешанного запаха чайных роз и розового масла, с древесными кедровыми нотками. Великолепно сочетается с розами и многолетниками другой окраски.","Austin Великобритания, 2008",anglijskie_rozy,yes,yang-lyusidas
Winchester Cathedral,Винчестер Кафедрал,Белый,слабый,120,100,3,1,10,8,средняя,сильная,сильная,"                        Эта роза – почковая мутация сорта Mary Rose, описанного в настоящей энциклопедии, и цветущего розовыми цветками. Winchester Cathedral отличается от него только белой окраской цветков. Куст хорошо ветвится, одет густой, матовой чисто-зеленой листвой, не подверженной грибковым заболеваниям. Длинные цветочные побеги разветвляются на верхушке и образуют красноваты бутоны, из которых появляются чисто-белые цветки около 9 см в диаметре. Они душистые, с чудесным свежим и сладким ароматом старинных роз, меда и цветущего миндаля. Форма цветков рыхлая, несколько неопрятная, однако увядшие цветки легко осыпаются. Роза обильно цветет все лето и осень. Мощные стебли не гнутся под тяжестью соцветий.",,anglijskie_rozy,yes,vinchester-kafedral
,Джеймс Гэлвей,Розовый,Средний,200,150,3,1,15,12,сильная,сильная,сильная,"                        Цветки крупные (до 15 см в диаметре) густомахровые, розетковидной формы, тепло-розовые в центре с плавным переходом в бледно-розовые оттенки у крайних лепестков. Цветение в соцветиях, повторное. Куст с длинными, изящно поникающими побегами почти без шипов и листвой, устойчивой к заболеваниям.","Austin, Великобритания",anglijskie_rozy,yes,dzheyms-galvey
,Дженероуз Гарден,Розовый,Средний ,300,120,3,1,10,8,слабая,сильная,сильная,"                        Плетистая роза с нежно-розовыми цветками диаметром 8-10 см чашевидной формы; со временем цветки выгорают до почти белого. Аромат - смесь розового масла и мирры. Цветение в соцветиях, повторное. Листва серовато-зеленая, матовая, с высокой устойчивостью к заболеваниям. Сорт может выращиваться также как большой шраб с дуговидно поникающими побегами.","Austin, Великобритания, 2002",anglijskie_rozy,yes,dzhenerouz-garden
Geoff Hamilton,Джефф Гамильтон,Розовый,слабый,100,90,3,1,12,10,слабая,сильная,сильная,                       ,,anglijskie_rozy,yes,dzheff-gamilton
The Ingenious Mr. Fairchild,Зе Инжиниус мр Файерчайлд,Розовый,Сильный ,150,120,3,1,14,12,Слабая ,сильная,сильная,,,anglijskie_rozy,yes,ze-inzhinius-mr-fayerchayld-
,Зе Поэтс Вайф,Желтый,Сильный,110,90,3,1,12,10,сильная,сильная,сильная,"                        Роза селекции Остина с цветами невыгорающего насыщенного желтого цвета. Цветки диаметром 10-12 см, махровые, в старинном стиле, с насыщенным ароматом, в котором явно прослеживаются лимонные нотки, причем с возрастом цветка к ним добавляется сладость, а сам аромат становится еще сильнее. Цветение в соцветиях, повторное. Куст округлый, листва темно-зеленая, устойчивая к болезням.",Austin,anglijskie_rozy,yes,ze-poets-vayf
The Shepherdess,Зе Шефердесс,Розовый,Средний ,100,90,3,1,8,7,сильная,сильная,сильная,,,anglijskie_rozy,yes,ze-sheferdess-
,Инглиш Гарден,Желтый,Слабый,90,80,3,1,12,10,средняя,слабая,слабая,"                        Цветки плоские, старинной формы, с множеством мелких лепестков, которые в возрастом немного отгибаются вниз. В центре цветков лепестки нежно-желтые или персиково-желтые, а по краям - кремово-белые. Аромат от легкого до насыщенного классического аромата чайной розы. Цветение поодиночке и в небольших соцветиях, обильное, повторное. Куст ветвистый, прямостоячий, листва светло-зеленая, устойчивая к заболеваниям ","Austin,Великобритания ",anglijskie_rozy,yes,inglish-garden
,Квин оф Свиден,Розовый,Средний,120,110,3,1,8,7,слабая,сильная,сильная,"                        Роза необычайной свежести и очарования. Цветки хороши на всех стадиях роспуска. Небольшие округлые бутоны распускаются в глубоко чашевидные цветки, и постепенно раскрываются до слегка чашевидных розеток. Они очень аккуратные и симметричные, что придает им дополнительную прелесть. Цвет нежно-розовый, иногда с абрикосовым оттенком. Куст достаточно низкий и довольно прямостоячий, но ветвистый, с мелкой листвой. Очень устойчив к заболеваниям. Великолепно смотрится в срезке. Легко пахнет миррой. ",Austin,anglijskie_rozy,yes,kvin-of-sviden
,Леандр,Абрикосовый,Средний,180,150,10,5,8,6,слабая,средняя,средняя,"                        Очень обильно цветущая и ароматная роза с цветками густого абрикосового тона. Диаметр цветков - 6-8 см. Аромат насыщенный, фруктовый. Зацветает ранним летом и цветет однократно в пышных соцветиях, хотя отдельные цветки могут появляться и в дальнейшем. Листва блестящая, темно-зеленая, устойчивая к болезням.","Austin, Великобритания",anglijskie_rozy,yes,leandr
,Леди Эмма Гамильтон,Абрикосовый,Очень сильный,110,90,4,2,10,8,сильная,сильная,сильная,"                        Английская кустовая роза (English Shrub Rose) Леди Эмма Гамильтон (LADY EMMA HAMILTON), селекции Дэвид (David Austin ), отличается яркими ностальгической формы цветками и восхитительным ароматом, отмеченным наградами. Темно-красные бутоны с черточками цвета апельсина, раскрываются в чашевидные цветки богатого мандариново оранжевого цвета внутренней части лепестков, с более желто-оранжевыми внешними лепестками. Яркие густомахровые цветы гармонично смотрятся на фоне очень темной, бронзово-зеленой, глянцевой листвы, которая с возрастом постепенно становится темно-зеленой. Цветки имеют сильный, вкусный, фруктовый аромат с нотками груши, винограда и цитрусовых. Цветение превосходное повторное Куст довольно прямостоячий, вертикального роста, но широкий и пушистый, устойчив к заболеваниям. Размер куста высотой 120-150 см, шириной 90-120 см. Рекомендуется размещение на солнечных местах. Очень хорошая зимостойкость. Зона зимостойкости 5 и выше. ","Austin, Великобритания",anglijskie_rozy,yes,ledi-emma-gamilton
,Манстед Вуд,Малиновый,Сильный,100,90,5,3,10,8,средняя,средняя,средняя,"                        MUNSTEAD WOOD сорт розы, получивший международное призвание за роскошное цветение и аромат своих цветов.  Светло-малиновые бутоны раскрываются в темно-малиновые глубоко бархатные цветки с более светлыми внешними лепестками. Густомахровые цветы по мере распускания становятся темно-красными бархатистыми, в начале цветения имеют форму большой чаши, затем становятся более открытыми. Цветы большие диаметр цветка 8 - 10 см , аромат цветов сильный , старой розы с фруктовыми нотками ежевики, черники и сливы. Цветение обильное и продолжительное, повторное. Хорошо выдерживают как солнце, так и полутень.","Austin Великобритания, 2007",anglijskie_rozy,yes,mansted-vud
,Молинью,Желтый,Средний,110,60,5,3,8,6,сильная,средняя,средняя,"                        Цветы розетковидные среднего размера, аккуратные, цветут сначала с оранжевым оттенком, быстро становятся насыщенно-желтыми. Цветут в некрупных соцветиях и обладают легким ароматом чайных роз с нотками мускуса . Цветение обильное, непрерывное на протяжении всего сезона. Цветки хорошо держатся и почти не поникают под своим весом . Куст ветвистый невысокий , ровный и прямостоячий. Высота куста 60—90 см. Листья большие, кожистые. Сорт устойчив к болезням и дождю.",Austin,anglijskie_rozy,yes,molinyu
,Отелло,Малиновый,Сильный,125,100,3,1,10,9,средняя,средняя,средняя,"                        Кустарниковая роза, шраб «Отелло» (Othello) селекции David C. H. Austin (1926-2018), выведенный в 1986 году, до настоящего времени остается одним из самых роскошных и надежных сортов английских шрабов. Цветки густомахровые ностальгической формы идеальной чашевидной формы, напоминающий кубок, крупные, отдельные цветки достигают свыше 14 см в диаметре. В зависимости от погоды цвет меняется от розово-малинового до пурпурно-лилового. Темнее всего цвет в холодную погоду. Поздние осенние цветы «темно-кроваво-красные, багровые от ""старости», ранние летние цветы с розовым оттенком. Аромат яркий, насыщенный, сладкий и густой, похож за концентрированный аромат розового масла, более насыщенный в пасмурную погоду.  Цветение с июня по октябрь до заморозков, несколькими волнами с короткими перерывами, одиночными цветками и небольшими (до трех цветков) соцветиями на концах побегов.  Куст выносливый, пряморослый, крепкий, ветвистый, с крупными колючками.  ",Austin Великобритания,anglijskie_rozy,yes,otello
The Pilgrim,Пилигримм,Желтый,,,,,,,,,,,,,anglijskie_rozy,yes,piligrimm
,Принцесса Анна,Розовый,Сильный,120,100,5,3,9,8,средняя,сильная,сильная,"                        Особенно здоровая роза с цветками уникального характера. Молодые цветы темно-розовые, почти красные, цвет постепенно бледнеет до чистого насыщенного розового. Довольно узкие лепестки необычайно многочисленны, с желтым оттенком на нижней стороне. Собранные в большие, ароматные соцветия, отдельные цветки открываются последовательно. Такое разнообразие оттенков наблюдается в течение очень длительного времени. Мягкий, средний аромат чайной розы. Цветёт повторами в течение всего сезона. Цветки диаметром 10 см, вверх смотрящие, с ароматом чайной розы, средним. Куст густой, компактный вертикальный 90х70 см с плотной, сочной, глянцевой листвой.                     ","Austin Великобритания, 2010",anglijskie_rozy,yes,printsessa-anna
,Роальд Даль,Абрикосовый,Средний,,120,5,3,8,6,сильная,сильная,сильная,"                        Роза селекции Остина с ароматными чашевидными цветками абрикосово-персикового цвета, распускающимися из красивых красно-оранжевых бутонов. Аромат - чайной розы с фруктовыми нотками. Цветение в соцветиях, повторное. Куст ветвистый, округлой формы, с малошипными побегами и листвой, обладающей высокой устойчивостью к болезням.","David Austin Великобритания, 2016",anglijskie_rozy,yes,roald-dal
,Роял Джубили,Розовый,Сильный,,150,5,3,10,8,средняя,средняя,средняя," Английская кустовая роза (English Shrub Rose ), выведенная Дэвидом Остином (1926-2018) . Большие насыщенно темно розовые цветы , лепестки которых изогнуты таким образом, что можно видеть только тычинки внутри. Цветы махровые ,чашеобразные, с шаровидной формой в цветении, на крепких цветоножках, элегантно выделяются на фоне тёмно-зелёной с синевой глянцевой листвы. Аромат насыщенный фруктовый, от среднего до сильного, с нотками черной смородины. Очень хорошее повторное цветение. Широко и энергично растущий куст, с легкой свободной привычкой роста , что делает его подходящим для неформальных схем посадки в смешанных бордюрах. Без шипов (или почти), выносливый, с устойчивой к болезням листвой. Лучше всего выращивать на полном солнце на плодородных с достаточным увлажнением дренированных почвах. Высота куста от 120 до 150 см, ширина до 100 см. Zones 5-11 ","Austin, Великобритания, 2012",anglijskie_rozy,yes,ROYAL_JUBILEE
,Саммер Сонг,Оранжевый,Сильный,130,110,3,1,12,10,сильная,сильная,сильная,"                        Английская кустарниковая роза (English Shrub Rose) селекции Дэвида Остина ( David Austin) цветущая яркими цветами необычного оранжево-красного цвета. Раскрываясь чашевидные цветки наполнены хаотично внутренними лепестками, обрамленными идеальным кольцом внешних лепестков. Диаметр цветка 9-11 см. Прекрасный сильный смешанный аромат с оттенками листьев хризантемы, спелых бананов и чая. Образует кустистый, прямостоячий кустарник высотой 125 см, шириной 100 см.","Austin, 2005",anglijskie_rozy,yes,sammer-song
,Свит Джульет,Абрикосовый,Очень сильный,120,100,5,3,10,8,слабая,средняя,средняя,"                        Очень надежный и устойчивый сорт со слегка поникающими побегами, в зрелости формирует красивой формы округлый куст, похожий на Golden Celebration. Если слабо обрезать, вырастает довольно высоким, и подойдет для заднего плана бордера. При более сильно обрезке достигнет средней высоты и тогда его можно разместить ближе к переднему плану. По всем признакам эта роза станет одним из самых популярных сортов.  У этого сорта довольно крупные, глубокочашевидные густомахровые цветки, со слегка загибающимися внутрь лепестками. Внешние лепестки бледно-розовые, центральные гораздо ярче, сияющего теплого розового цвета. Боковые побеги склоняются под весом цветов в кистях по 3-4 шт до земли, в то время как центральные базальные побеги удерживают гораздо более крупные очень рыхлые кисти, создавая эффект канделябра. Цветки нежно пахнут розовым маслом с ноткой цитруса. Alan Titchmarsh формирует довольно крупный куст с элегантно поникающими дугообразными ветвями, что смотрится очень красиво. Молодая листва красная, позднее становится блестящей темно-зеленой. Очень хорошая устойчивость к заболеваниям.  ",Austin ,anglijskie_rozy,yes,svit-dzhulet
,Сейнт Суитун,Розовый,Сильный,110,90,3,1,12,10,средняя,средняя,средняя,"                        У розы St. Swithun - крупные и красивые цветки в форме чашевидной розетки. Позднее лепестки немного отгибаются вниз, формируя цветок в форме помпона. Цвет нежно-розовый, бледнеющий к краям. От цветка остается впечатление изысканности и мягкости. Аромат сильный, нежный. Куст средней высоты, широкий, кустистый, цветки держатся над обильной листвой. Роза выносливая иустойчивая к заболеваниям. ","Austin, 1993",anglijskie_rozy,yes,seynt-suitun
Sophy’s Rose,Софи Роуз,Малиновый,Слабый ,100,80,5,3,10,8,сильная,сильная,сильная,                        ,,anglijskie_rozy,yes,sofi-rouz
Sir John Betjamen,Сэр Джон Бенджамин,Малиновый,Слабый,150,130,5,3,10,8,средняя,Сильная,Сильная,,,anglijskie_rozy,yes,ser-dzhon-bendzhamin
,Тесс оф зе Д’эрбервилль,Малиновый,Слабый,200,150,3,1,11,10,сильная,сильная,сильная,"                        Английская роза селекции Остина с яркими цветками насыщенного малинового цвета. Цветки махровые, диаметром 10-12 см, со временем выгорают до бледно-малиновых оттенков, при полном раскрытии отгибают лепестки вниз и по форме становятся похожими на помпоны. Аромат слабый, розовового масла. Цветение в соцветиях и поодиночке, обильное, повторное. Листва крупная, темно-зеленая, устойчивая к болезнаям. Сорт может выращиваться как шраб или, в случае использования опоры, как невысокая плетистая роза.","Austin, Великобритания, 1998",anglijskie_rozy,yes,tess-of-ze-d-erbervill
,Хитклифф,Красный,Сильный,120,100,5,3,10,8,слабая,сильная,сильная,"                        Цветки крупные, густомахровые, пышной глубоко розеточной старомодной формы, с более чем 105 лепестков в цветке, собранных как гвоздика. Цвет теплых оттенков темно-красного, с малиново-пурпурными тонами, с определенной мягкостью, которая напоминает некоторые из старинных красных роз Gallica.  Аромат очень приятный и довольно необычный – в основном чайная роза со смесью старой розы и ноткой древесины кедра. Цветение в небольших соцветиях волнами в течение всего сезона. Куст густой, довольно прямостоячий, высотой от 90 до 150 см, шириной до 100 см. Идеально подходит для смешанных посадок или создания бордюров из роз. Листва блестящая, темно-зеленая, устойчивая к заболеваниям.","Austin, Великобритания",anglijskie_rozy,yes,khitkliff
