title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Перенниал Блю,Фиолетовый,Сильный,300,250,10,5,4,3,сильная,сильная,сильная,"                        Роза-рамблер с некрупными полумахровыми цветками, сначала лилово-пурпурными, а позднее бледно-фиолетовыми. Аромат сладкий, средней интенсивности. Диаметр цветков - до 4 см, цветение повторное, в соцветиях (до 10 шт.), равномерно распределенных по всему растению, цветки в них распускаются постепенно. Для стимуляции повторного зацветания отцветающие цветки следует удалять. Побеги гибкие, с некрупным и редкими шипами. Листва зелёная, мелкая, плотная, полуглянцевая, с высокой устойчивостью к заболеваниям (ADR-2013). Сорт может выращиваться также как штамбовая форма.                    ","Mehring Великобритания, 2003",pletictie_rozi,yes,perennial-blyu
,Пируэт,Розовый,Средний,200,150,10,5,6,4,средняя,средняя,средняя,"                        Цветы светло-розовые, с более насыщенно розовым оттенком в центре, густомахровые (41+ лепестков), от чашевидной до розетковидной формы. Цветы собраны в небольшие соцветия, с приятным мягким ароматом или без него. Цветки устойчивы к дождю, не выгорают, но с возрастом приобретают цвет абрикоса. Цветение очень обильное от основания и по всей длине побегов, продолжительное. Цветение приливами в течение всего сезона. Высота куста от 150 до 200 см. Куст густой, с шипами, раскидистый, со среднего размера ​​глянцевой средне-зеленой листвой.                    ","Poulsen Дания, 2002",pletictie_rozi,yes,piruet
,Пурпл Сплеш,,Средний,400,300,10,5,9,6,Очень хорошая,сильная,сильная,,,pletictie_rozi,yes,purpl-splesh
,Римоза,Желтый,Слабый,400,200,5,3,9,7,слабая,сильная,средняя,"                        Сорт Римоза - клайминг, яркая привлекательного солнечного цвета плетистая крупноцветковая роза. Бутон лимонный, бокаловидный. Цветок лимонно-желтый с красным оттенком, чашевидный, махровый, 35 - 40 лепестков в одном цветке, диаметр цветка 7 - 9 см, обладает легким фруктовым ароматом. Едва раскрывшись, ярко-желтые, в холодном климате долго держат цвет, в жаркую погоду медленно выгорают до лимонных. Цветение обильное, повторное, продолжительное, цветки собраны в соцветия, на одном цветоносе по 5 - 10 цветков одновременно. Куст мощный, сильнорослый, высотой более 200 см, шириной более 100 см. В теплых регионах высота куста достигает 400 см. Листва темно-зеленая, глянцевая, плотная.  Устойчивость к заболеваниям средняя. Отмечается подверженность к чёрной пятнистости . Устойчивость к дождю средняя. Морозостойкий сорт. Используется также как штамбовая форма.","Meilland, 1978",pletictie_rozi,yes,rimoza
,Роз де Толбиак,Розовый,Слабый,,200,5,3,12,10,сильная,сильная,сильная,"                        Сорт, относящийся к новому поколению плетистых роз. Цветки крупные ( до 12 см), густомахровые, ностальгической формы, пастельно-розовые с абрикосовым оттенком, появляются по одному или в кистях. Аромат слабый. Цветение обильное, повторное. Побеги жёсткие, с ярко-зелёной, блестящей листвой, очень устойчивой к болезням.",Kordes,pletictie_rozi,yes,roz-de-tolbiak
,Розанна,Розовый,Слабый,300,200,3,1,12,10,средняя,сильная,сильная,"                        У сорта Rosanna крупные (10-11 cм) цветки, по форме напоминающие чайногибридные розы. Они розовые, в начале цветения с коралловым оттенком, очень душистые. Сорт очень зимостойкий, вырастает до 2,5-3 м и хорошо ремонтирует. ",Kordes Германия,pletictie_rozi,yes,rozanna
,Сансет Мемори,Абрикосовый,Слабый,200,180,5,3,6,4,средняя,сильная,сильная," Розу относят к плетистым ,но можно выращивать и как кустовой шраб. Красивая пышная темно —  зеленая листва Этот сорт может быть высотой от 100 — 200 см  обвивая элементы садового декора – арки, беседки, перголы, гибкими пластичными ветвями.Цветы розы Sunset Memory  от 5 до 10 см в диаметре. Очень интересный тёплый абрикосово-апельсиновый оттенок цветов. Цветение повторное,обильное Роза Sunset Memory обладает  выраженным потрясающим  ароматом, устойчива к основным заболеваниям роз: черной пятнистости и мучнистой росе.Морозоустойчива. ","Teranishi Япония, 2008",pletictie_rozi,yes,sanset-memori
,Скарлет Роуз Алина,Розовый,Сильный,200,150,5,3,,4,сильная,сильная,сильная,"                        Цветки ароматные, кремово-белых и светло-розовых оттенков, диаметром до 4 см, не меняют свой цвет от времени и непогоды и долго держатся на кусте. Цветение обильное, в кистях, повторное. Куст плотный, быстро разрастающийся. ","Tantau, Германия",pletictie_rozi,yes,skarlet-rouz-alina
,Утигорд Фоллс,Розовый,Слабый,400,300,10,5,4,3,сильная,сильная,сильная,"                        Цветки розовые, махровые, 17-25 лепестков, маленькие, около 3-4 см в диаметре, собраны в крупные кисти. Мягкий легкий аромат. Цветет волнами в течение всего сезона. Время цветения июнь-октябрь. Цветение обильное, роза быстро зацветает повторно.  Куст достигает до 400 см в высоту и до 300 см в ширину. Его можно посадить солитерно, на арку, обелиск, шпалеру, к стене дома или перголе, либо пустить по большому склону, используя как почвопокровную в качестве грунтового покрытия. Роза энергичного роста, выносливая. Устойчива к болезням. Хорошая устойчивость к мучнистой росе и черной пятнистости.                     ","Verschuren Нидерланды, 2004",pletictie_rozi,yes,utigord-folls
,Фламентанц,Красный,Слабый,,300,5,3,10,8,сильная,средняя,сильная,"                        Цветки яркие, густо-красного цвета, крупные (8-10 см),махровые (25—40 лепестков), слабо душистые, стойкие к выгоранию, собираются в соцветия по 3—16 штук. Цветение обильное, однократное, в течение 30—35 дней. Куст сильнорослый, до З м в высоту, с крупными, тёмно-зелеными, кожистыми листьями, устойчивыми к болезням. Зимостойкость очень высокая.","Kordes, Германия",pletictie_rozi,yes,flamentants
,Ханаби,Полосатые,Слабый,300,110,10,5,6,5,слабая,средняя,средняя,"                        Плетистая роза красно-белой полосатой окраски, цветущая кистями. Это была первая плетистая роза, завоевавшая награду AARS американского общества розоводов. Цветки распускаются малиново-розовыми, но выгорают до красно-белых. Окрашенные полоски такие яркие, что небольшие размеры цветков и отсутствие большого количества лепестков почти не обращают на себя внимание. Полосатость цветков сильно отличается – некоторые почти красные, а некоторые белые. Общее впечатление создают и ярко-желтые тычинки в центре, и то, что каждый отдельный цветок долго не увядает. Цветки появляются в кистях по 5-20 шт, причем самый первый цветок обычно самый крупный в кисти. Листва красивая, чистая, мелкая и темная. Сорт очень колючий и немного неаккуратный, но быстро растет.","Carruth США, 1999",pletictie_rozi,yes,khanabi
,Эппл Блоссом,Розовый,Слабый,400,300,10,5,3,2,слабая,слабая,слабая," Роза сорта Apple Blossom относится к розам-рамблерам (в основном это розы с мелкими цветками, собранными в кисти). У нее цветки, диаметром 4 см в среднем, собраны в довольно крупные кисти-соцветия (до 50 шт.), в отличии от цветков яблони. Но они такие же простые, состоящие из 5 лепестков, с ярким белым центром, розовеющим наружу. Цветение начинается в конце весны и длится до заморозков. Аромат – мягкий, мускусный, легкий. Листва – темно-зеленая, морщинистая, с медной окантовкой. На ветвях присутствуют шипы. Роза Apple Blossom – крупное растение, выпускающее ветки длиной 5 м, довольно раскидистое – до 3 м в ширь. Побеги – гибкие, быстро растут. Данный сорт роз рамблеров хорошо переносит морозы до -20 °С. С болезнями здоровая и ухоженная роза справляется сама. ",Burbank США,pletictie_rozi,yes,eppl-blossom
,Ютерсен Клозтерроуз,Кремовые,Слабый,300,250,5,3,8,7,слабая,сильная,сильная,"                        Ветвистая плетистая роза. Цветки 9-11 см диаметром, кремовые с золотыми тычинками, шаровидные, похожи на цветки сорта Raubritter. Повторное цветение очень обильное. Легкий аромат розового масла. куст высотой 250-300 см. Для лучшего образования цветков рекомендуется молодые побеги направлять горизонтально. Прекрасная устойчивость к заболеваниям.                    ","Tantau Германия, 2006",pletictie_rozi,yes,yutersen-klozterrouz
